source,date,raw_text,is_youtube,is_blog,is_cafe,is_churn,is_positive,is_medical_frame,is_ingredient_frame,is_comparison_frame,is_competitor,churn_score,positive_score,segment
blog,2026-04-13,헤드앤숄더 두피 토탈 딥클린 850ml 6개 실사용 후기 효과 헤드앤숄더 특유 성분으로 비듬 가려움 완화 도움 꾸준히 쓰면 확실히 줄어드는 느낌 4 거품 잘 남 소량으로도 거품 풍,0,1,0,1,0,0,1,0,0,1,0,At-risk
blog,2026-04-13,헤드앤숄더 지성샴푸 한달 써본 내돈내산 후기 헤드앤숄더 지성샴푸 헤드앤숄더 지성샴푸로 유명한 제품 사용해봤어요 저는 지성두피라서 비듬 머리 킹스파워샴푸 사용해본 후기 근데 써보니까,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-12,지루성두피 샴푸 추천 직접 써본 9가지 비교 유목민 후기 광고 내돈내산 후기 1 Head amp Shoulders 클리니컬 스트렝스 헤드앤숄더 지루성두피 샴푸로 유명해서 직구까지 ,0,1,0,0,1,0,0,1,0,0,1,Loyal
blog,2026-04-11,좁쌀여드름 모낭염 응급처치 방법 식염수팩 에크린 겔 판테놀 두피 가려움 gt 헤드앤숄더 댄드러프 샴푸 다들 추천하는 이유가 있다 3번 썼는데 정말 최고의 샴푸 식염수팩 후기 빠른 ,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-04-10,한국 남성이 꼭 써야 하는 탈모 샴푸 추천 남성 후기 개수 최다 수준 2 라보에이치 탈모증상완화 샴푸 진정베이스 특징 과다 피지 조절 건성 각질 비듬형 두피 추천 1 헤드앤숄더 두,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-10,헤드앤숄더 비듬샴푸 병행관리 비듬러의 변화 후기 그래서 비듬 관련해서 뭐가 유명한가 알아보니까 헤드앤숄더 비듬샴푸가 유명 하더라고요 근데 어떤 이렇게 후기 를 적어볼게요 이 브랜드,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-10,요즘 쓰는 샴푸 후기 헤드앤숄더 가려운 두피 케어 1 2L 요즘 쓰는 샴푸 후기 헤드앤숄더 가려운 두피 케어 1 2L 사용 후기 두피 가려움 샴푸 추천 요즘 날씨 바뀌면서 그런지 ,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-04-09,결산 코덕이 끝까지 쓴 제품들 재구매템 비추천 솔직 후기 헤어 amp 바디 amp 클렌징 공병템 헤드 amp 숄더 두피 토탈 솔루션 가려운 두피 케어 샴푸 두피 가려움이랑 위의 헤,0,1,0,0,1,0,0,0,0,1,2,Loyal
blog,2026-04-09,헤드앤숄더 비듬 샴푸로 밤에 머리 감기 정착한 이야기 그런데 이번에 회사 동료한테 추천받고 헤드앤숄더 비듬 샴푸로 바꿨는데 이거 진짜 물건이더라구요 오로지 내 아침 잠 10분을 사,0,1,0,0,1,0,0,0,0,0,2,Loyal
blog,2026-04-09,헤드앤숄더 레몬 샴푸 솔직 후기 상큼한 여름 두피 케어 추천 이전 글 보기 헤드앤숄더 유칼립투스 후기 그래서 이번에 헤드앤숄더 레몬 샴푸로 바꿔봤는데 상큼한 레몬향과 부드러운 머스,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-08,철산탈모 닥터모락 광명철산점 두피관리 재방문 후기 관리전후 기존에 제게 맞지않는 헤드앤 숄더 비듬샴푸를 쓰고있었는데 그게 자극되서 두피는 붉어지고 세정은 제대로 되지않아 샴푸도 추,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-04-08,헤드앤숄더 클리니컬 스트렝스 어드밴스드 오일 컨트롤 비듬 헤드앤숄더 클리니컬스트렝스 비듬샴푸추천 지루성두피염샴푸 내돈내산 후기 헤드앤숄더 주황색 정수리냄새샴푸 지성두피샴푸 셀레늄설,0,1,0,0,1,1,0,0,0,0,1,Loyal
blog,2026-04-08,지루성 두피염 병원 샴푸 후기 니조랄 헤드앤숄더 조합과 니조랄 amp 헤드앤숄더 클리니컬 스트렝스 주 2 4회 사용 특히 헤드앤숄더 주황색 통은 각질 잡는 좋다 병원 사온 샴푸 스,0,1,0,1,0,1,0,1,1,1,0,Active Switcher
blog,2026-04-08,지성 두피라면 이 샴푸 무조건 써보세요 헤드앤숄더 차콜 헤드앤숄더 차콜 샴푸인데 숯 성분이 들어 있어서 그런지 세정력이 확실히 좋은 느낌이에요 후기 랑 가격 비교해보고 선택하는 게,0,1,0,0,0,0,1,1,0,0,0,Passive User
blog,2026-04-07,헤드앤숄더 차콜 샴푸 800ml 2개 사용 후기 헤드앤숄더 차콜 샴푸 800ml 2개 구성은 두피 관리용 샴푸를 찾는 분들께 꽤 반가운 제품이더라고요 헤드앤숄더 차콜샴푸 두피샴푸 ,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-07,헤드앤숄더 비듬샴푸 제대로된 병행 관리 TIP 전체적으로 볼 때 헤드앤숄더 샴푸 후기 의 경우 비듬 각질 가려음 같이 두피에 자주 생기는 문제를 잡아주기 좋은 것 같아요 어니스트맘,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-04-06,쿠팡리뷰 헤드앤숄더 두피 토탈 솔루션 샴푸 쿨 멘솔 1 2L 1개 솔직 후기 평소 두피가 예민한 편이라 비듬과 가려움이 고민이었는데 두피 케어용 샴푸라서 quot 쿠팡리뷰 쿠팡 후,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-04-05,비듬제거빗 찾다가 정착한 비듬 클리너 참빗 솔직 후기 비듬제거빗 찾다가 정착한 비듬 클리너 참빗 솔직 후기 저는 솔직히 검정색 티를 잘 못입었어요 블랙 비듬샴푸로 바꾸면 해결되겠지,0,1,0,0,0,0,0,1,1,1,1,Passive User
blog,2026-04-05,편리한 기능 헤드앤숄더 두피 토탈 솔루션 샴푸 애플 프레쉬 헤드앤숄더 애플프레쉬 샴푸 850ml X 3개 개인 테스트 후기 효과 진짜 좋아요 저는 피부가 예민해서 향이 강하거나 화,0,1,0,0,0,0,1,0,0,0,0,Passive User
blog,2026-04-04,헤드앤숄더 클리니컬 스트렝스 지성 두피 샴푸 추천 subId 13652930 지긋지긋한 지성 두피의 비듬과 유분을 한번에 잡아주는 강력한 솔루션 헤드앤숄더 클리니컬 스트렝스 오일컨,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-03,머리 계속 가려운 사람들 이거 쓰면 달라집니다 오늘은 수많은 후기 로 검증된 쿠팡 가려운 두피 amp 탈모 케어 샴푸 BEST 3를 꼼꼼하게 비교해 드립니다 비듬 amp 쿨링 종결,0,1,0,0,0,0,0,1,0,0,0,Passive User
blog,2026-04-03,헤드앤숄더 비듬샴푸 이거 하나만 쓰겠다고요 제 첫 도전은 유명한 헤드앤숄더 비듬샴푸였는데요 비듬할 때 바로 생각나는 제품이며 워낙 대중성이 않을 정도로 많이 깔끔해졌는데요 이상 비,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-03,아로마티카 샴푸 ts 비듬 브러쉬 헤드앤숄더 아로마티카 샴푸 ts 비듬 브러쉬 헤드앤숄더 아로마티카의 샴푸 사용 후기 최근에 아로마티카의 샴푸를 사용해보게 되었는데요 비듬 문제로 ,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-03,미녹시딜 amp 탈모약 2개월 후기 정수리 탈모 quot 쉐딩 현상 탈출 quot 그리고 최근에 샴푸를 헤드앤숄더 로 갈아탔습니다 샴푸 자체가 탈모를 직접 치료한다기보다는 두피 다,0,1,0,1,0,1,0,1,0,1,0,At-risk
blog,2026-04-02,비듬샴푸 헤드앤숄더 가려운 두피케어 샴푸 850ml 민감성 오늘 소개할 제품은 바로 헤드앤숄더 가려운 두피케어 샴푸 850ml인데 많은 분들이 비듬 샴푸 부문에서 특히 지루성 두피,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-04-02,초등학생 정수리 냄새 샴푸 추천 후기 마트에서 쉽게 구매할 수 있는 헤드앤숄더 케라시스 닥터그루트부터 로마 샴푸 아로마키타 아이들 사용 후기 정수리 냄새 두피 유분 기존 단백질 샴,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-02,헤드앤숄더 오일컨트롤 지성샴푸 써본 진짜 후기 헤드앤숄더 지성샴푸로 유명한 헤드앤숄더 오일컨트롤 사용해봤어요 지성두피 헤드 핸 숄더 지성샴푸 사용 저는 지성두피예요 비듬이나 두피에,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-31,내돈내산 헤드앤숄더 오일컨트롤 샴푸 후기 내돈내산 헤드앤숄더 오일컨트롤 샴푸 후기 슬슬 날도 풀리면서 얼굴에 기름지는데 두피도 기름져서 끈적이고 제대로 안씻으면 손이 기름져서 앞머,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-30,지루성 두피염 치료 후기 병원 처방 세이브 스칼프 2종 받았어요ㅠ 헤드앤숄더 녹차실감 샴푸를 써봤지만 해결이 안 돼서 결국 병원에 방문했고 먹는 약과 사용 후기 1주차 가려움이 조,0,1,0,1,0,1,0,0,0,1,0,At-risk
blog,2026-03-30,2026년 3월 넷째주 일상 원래 쓰던 헤드앤숄더 보라색 샴푸가 두피를 건조하게 만드는 것 같아서 다른걸 써보고자 시켰다 자세한 후기 는 아래 참조 2026 03 28 7시 30분,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-30,샴푸 추천 헤드앤숄더 프로페셔널 유칼립투스 내돈내산 사용 후기 있는 헤드앤 숄더 프로페셔널 가려운 두피케어 유칼립투스 향 리뷰를 가져왔습니다 저의 경우 이 사용 후기 가장 만족스러,0,1,0,0,0,1,0,0,0,1,1,Passive User
blog,2026-03-29,헤드앤숄더 쿨멘솔 샴푸 두피 가려움 해결 후기 헤드앤숄더 쿨멘솔 샴푸 두피 가려움 해결 후기 안녕하세요 여러분 오늘은 제가 정말 꾸준히 몇 달 동안 사용해보고 너무 좋아서 강력 추,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-03-29,헤드앤숄더 850ml 쿨멘솔샴푸 사용 후기 헤드앤숄더 850ml 쿨멘솔샴푸 사용 후기 특징으로 꼽히는 쿨멘솔샴푸는 두피를 시원하게 하는 효과가 좋아요 특히 여름철이나 땀이 많을 때,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-29,헤드앤숄더 토탈 솔루션 가려운두피케어 샴푸 두피가 계속 간질간질해서 헤드앤숄더 가려운 두피 케어 샴푸 유칼립투스 향 입니다 실제로 사용 후기 핵심 1 가려움 개선 효과 이건 확실히,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-28,헤드앤숄더 쿨멘솔 가려움 탈출 후기 헤드앤숄더 쿨멘솔 가려움 탈출 후기 안녕하세요 여러분 오늘은 정말 정말 소개하고 싶었던 제품이 있어서 들고 왔어요 바로 헤드앤숄더 쿨멘솔 샴푸인,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-28,비듬 샴푸 추천 어깨 위 하얀 눈 고민인 지성 두피를 위한 직구 필수템 헤드앤숄더 클리니컬 스트렝스 보라색 후기 강력한 가려움 해소를 원한다면 헤드앤숄더 클리니컬 스트렝스 직구 를,0,1,0,0,0,0,1,0,0,1,1,Passive User
blog,2026-03-27,헤드앤숄더 샴푸 BEST 3 가려운 두피 완벽 케어 추천 줄어든다는 후기 가 많아요 저도 테스트해봤는데 세정력은 강한 편인데 두피가 건조해지지 않고 오히려 산뜻함이 오래가서 만족스,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-03-27,두피 가려움 해결 헤드앤숄더 가려운 두피 케어 후기 quot N년째 신랑과 큰따님이 사용중이신 헤드앤숄더 샴푸에요 요즘 환절기라 그런지 저도 머리를 감아도 환절기엔 헤드앤숄더 가려,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-26,건성 각질 두피 헤어케어템 추천 VS 비추천 제품 분들은 제 루틴대로 한번 해보셔도 좋을 거 같아요 찐찐찐 후기 였답니다 건성두피 각질두피 헤어플러스 헤어팩추천 두피헤어팩 두피트리,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-03-26,올리브영 골드의 내돈내산 진심담은 후기 지금부터 올리브영 내돈내산 후기 시작합니다 그로우어스 데미지 테라피 리페어 클리닉 헤어팩 아님 헤드앤숄더 쿨멘솔 샴푸 여름에 이놈 없음 안됨,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-26,헤드앤숄더 쿨멘솔 샴푸 가려운 두피에 시원한 진정 효과가 요즘 두피가 자꾸 간지럽고 불편해서 헤드앤숄더 쿨멘솔 샴푸를 사용해봤어요 평소 가려움 때문에 고생하는 분들에게 도움이 될까,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-25,헤드앤숄더 쿨 멘솔 샴푸 1 2L 솔직 후기 두피 냄새 비듬 헤드앤숄더 쿨 멘솔 샴푸 1 2L 솔직 후기 여름만 되면 두피가 답답하고 땀이 차면서 가려움까지 느껴지시죠 특히 남편이,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-24,good hair 헤어제품 추천 후기 는 스토어팜 판매자 페이지 후기 외에는 없는 듯함 ㄹㅇ 좋음 정말 좋음 사실 이름도 없는 염색모가 아니고 할인을 많이 한다치면 이 제품도 사볼,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-03-24,헤드앤숄더 딥클린 샴푸 두피 가려움과 비듬 고민에 딱 맞는 선택 평소 지성 두피라서 깔끔하게 씻기는 샴푸를 찾고 있었는데 직접 써본 후기 를 공유해드릴게요 가볍고 산뜻한 느낌으로 ,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-23,지루성두피염 어떻게 해결했는가 자세와 샴푸 리얼 후기 이다 진짜 헤드앤숄더 써보세요 강추합니다 사실 그렇다 핵심적인 것만 적었는데 1번 2번만 제대로 하고 쓰면 100 빠르게 났는,0,1,0,0,1,1,0,0,0,0,1,Loyal
blog,2026-03-23,헤드앤숄더 딥클린 샴푸 850ml 두피 가려움과 비듬케어에 딱 요즘 두피가 자꾸 가렵고 비듬 때문에 스트레스였는데요 헤드앤숄더 딥클린 샴푸를 써보게 되어 소개해드리려고 해요 평소 ,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-23,비듬 샴푸 추천 쿠팡 내돈내산 아빠머리 구원템 오늘은 직접 사용해본 내돈내산 후기 솔직하게 남겨보려고 해요 구매링크 제가 구매한 제품은 헤드앤숄더 가려운 두피 케어 샴푸인데요 일단,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-03-19,헤드앤숄더 비듬샴푸 제대로 환절기 두피 가려움 탈출 후기 헤드앤숄더 비듬샴푸 비듬샴푸추천 두피가려움 두피케어 환절기두피관리 올바른샴푸법 지성두피 비듬없애는법 샴푸 후기 홈케어 두피,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-03-19,헤드앤숄더 딥클린 샴푸 가려움 고민 해결 후기 유튜브에서 헤드앤숄더 딥클린 샴푸 후기 를 우연히 봤는데 두피 가려움 전문 이라고 하더라고요 음 이거 괜찮을 수도 하는 마음에 바로 ,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-19,헤드앤숄더 비듬샴푸 직접 비교해보고 느낀 차이 후기 정리 후기 비듬 때문에 고민이라면 무조건 강한 제품 찾기보다는 현재 두피 상태를 먼저 보고 맞는 비듬샴푸를 선택하는 게 훨씬 중,0,1,0,0,0,0,0,1,0,0,0,Passive User
blog,2026-03-18,헤드앤숄더 샴푸 비듬 해결부터 탈모 고민 향 총정리 안녕하세요 오늘은 비듬 샴푸 하면 가장 먼저 떠오르는 헤드앤숄더 샴푸에 대해 비듬 탈모 향까지 전부 한 번에 정리해 보려고 합니,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-18,기흥역 미용실 살롱에이 화영실장 두피 각질 클리닉 후기 우드 앤 화이트 톤의 은은한 조명까지 더해져서 밝고 따뜻한 느낌이 가득한 곳이었어요 사실은 제가 집에서 헤드앤숄더 샴푸를 사,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-03-17,한달 후기 두피 가려움 개선 효과 있을까 우디브 두피 토너 후기 다이소 비듬 샴푸 한달 사용 후기 더마앤모어 AHA 쿨링 비듬케어 샴푸 제품은 두피 각질과 비듬 평소 헤드앤숄더 쿨,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-03-17,헤드앤숄더 샴푸 추천 BEST3 정수리 냄새까지 싹 잡는 꿀템 오늘은 수많은 라인업 중에서도 특히 후기 가 좋고 재구매율이 높은 헤드앤숄더 샴푸 인기 품목 BEST3를 엄선해서 소,0,1,0,0,1,0,0,0,0,0,2,Loyal
blog,2026-03-17,송도 두피관리 모바이오 송도점에서 두피 각질관리 받았어요 송도두피관리 송도탈모 송도두피 인천두피관리 인천탈모 두피관리 후기 두피각질케어 예민성두피 지루성두피관리 두피스케일링 두피케,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-03-17,비듬 때문에 옷깃 하얗게 눈밭 두피 비듬 완전 제거법 7가지 헤드앤숄더 클리니컬 닥터포헤어 등이 인기예요 4 루틴 2 두피 스케일링 스크럽 각질부터 확 실제 후기 quot 옷깃 하,0,1,0,0,0,1,0,0,0,0,0,Passive User
blog,2026-04-14,헤드앤숄더 토탈 솔루션 샴푸 솔직 후기 두피열까지 잡아줌 바로 헤드앤숄더 토탈 솔루션 가려운 두피 케어 샴푸 예요 워낙 판매량도 많고 후기 도 좋아서 이건 모두 사용 할 수 있는 ,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-14,두피가 가려운 원인과 일상 대처법 알아보기 가려움을 해결을 33 헤드앤숄더 가려운 두피 케어 두피 트리트먼트 400ml 1개 122 938개 후기 상품특징 가려운 두피 진정 제형 ,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-04-13,헤드앤숄더 두피 토탈 솔루션 딥클린 샴푸 1 2L 1개 사용 하 오래 쓰는 헤드앤숄더 두피 토탈 솔루션 딥클린 샴푸 1 2L 1개 사용 하기 편한 제품 헤드앤숄더 두피 세브란스에이,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-13,두피 스케일링 끝판왕 헤드앤숄더 딥클린 샴푸 로 고민 끝 두피 스케일링을 받은 듯 개운함을 선사하는 헤드앤숄더 두피 토탈 솔루션 샴푸 딥클린 을 소개합니다 두피 고민 끝 산뜻함 유,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-13,두피 묵은 답답함 끝 딥클린의 시원한 해답 헤드앤숄더 유지된다는 후기 가 많습니다 만약 두피 각질이나 비듬으로 인해 스트레스를 받고 계신다면 이 샴푸 의 딥클린 효과를 경험해 보시,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-13,헤드 엔 숄더샴푸 추천 BEST3 비듬 고민 끝 삶의 질 수많은 제품 중에서도 특히 인기가 많고 후기 가 검증된 헤드 엔 숄더샴푸 인기 품목 TOP 3를 꼼꼼하게 비교해 드릴게요 ,0,1,0,0,1,0,0,1,0,0,1,Loyal
blog,2026-04-13,헤드앤숄더 쿨멘솔 샴푸 로 가려운 두피를 시원하게 진정시키기 마지막으로 헤드앤숄더 쿨멘솔 샴푸 는 가격 대비 성능이 우수해 가성비가 뛰어납니다 많은 소비자들이 긍정적인 후기 를 남,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-04-13,쿠팡 골드박스 모음 할인율 대박 상품들 2026 04 13 베베앙 아기 물티슈는 실제 사용 후기 도 매우 긍정적입니다 많은 엄마들이 부드러운 원단과 헤드앤숄더 딥 클린은 두피 각질,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-13,두피 토탈 솔루션 샴푸 딥클린 850ml 6개 실 사용 후기 효과 헤드앤숄더 특유 성분으로 비듬 가려움 완화 도움 꾸준히 쓰면 확실히 줄어드는 느낌 시원한 사용 감 단점 건성 두피,0,1,0,1,0,0,1,0,0,1,0,At-risk
blog,2026-04-13,헤드앤숄더 지성 샴푸 한달 써본 내돈내산 후기 헤드앤숄더 지성 샴푸 헤드앤숄더 지성 샴푸 로 유명한 제품 사용 해봤어요 저는 지성두피라서 비듬 머리 킹스파워 샴푸 사용 해본 후기 ,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-12,지루성두피 샴푸 추천 직접 써본 9가지 비교 유목민 후기 광고 내돈내산 후기 1 Head amp Shoulders 클리니컬 스트렝스 헤드앤숄더 지루성두피 샴푸 로 유명해서 직구까지,0,1,0,0,1,0,0,1,0,0,1,Loyal
blog,2026-04-11,방법 식염수팩 에크린 겔 판테놀 연고 두피 가려움 샴푸 추천 3번 썼는데 정말 최고의 샴푸 헤드앤숄더 이름만 알았지 이렇게 제품력이 좋은 줄 정말로 몰랐는데 식염수팩 후기 빠른 진,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-04-10,한국 남성이 꼭 써야 하는 탈모 샴푸 추천 건성 각질 비듬형 두피 추천 1 헤드앤숄더 두피 강화형 클리니컬 스트렝스 특징 비듬 각질 개선 밸런싱 샴푸 특징 유분 수분 균형 조절 한,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-10,헤드앤숄더 비듬 샴푸 병행관리 비듬러의 변화 후기 이렇게 후기 를 적어볼게요 이 브랜드 샴푸 한번도 안써본 분들은 아마 없을거라고 생각하는데요 쿨링감까지 원해서 저는 사용 중인데 ,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-10,요즘 쓰는 샴푸 후기 헤드앤숄더 가려운 두피 케어 1 2L 사용 요즘 쓰는 샴푸 후기 헤드앤숄더 가려운 두피 케어 1 2L 사용후기 두피 가려움 샴푸 추천 요즘 날씨 바뀌면서 그런,0,1,0,0,0,0,0,0,0,1,1,Passive User
blog,2026-04-09,결산 코덕이 끝까지 쓴 제품들 재구매템 비추천 솔직 후기 헤어 amp 바디 amp 클렌징 공병템 헤드 amp 숄더 두피 토탈 솔루션 가려운 두피 케어 샴푸 두피 가려움이랑 탈모완화,0,1,0,0,1,0,0,0,0,1,2,Loyal
blog,2026-04-08,헤드앤숄더 클리니컬 스트렝스 오일 컨트롤 비듬 샴푸 내돈내산 모발 샴푸 를 썼어요 일주일에 2 3번 쓰면 될 것 같아요 꿀팁 사용 법 주 2 3회 사용 데일리 샴푸 가 헤드앤숄더 ,0,1,0,0,1,1,0,0,0,0,1,Loyal
blog,2026-04-08,샴푸 후기 세보 샴푸 amp 세이브스칼프 스프레이 40일 사용 기 나의 샴푸 루틴이다 니조랄 amp 헤드앤숄더 클리니컬 스트렝스 주 2 4회 사용 특히 헤드앤숄더 주황색 병원 사온,0,1,0,1,0,1,0,1,1,1,0,Active Switcher
blog,2026-04-07,헤드앤숄더 차콜 샴푸 800ml 2개 사용후기 800ml 2개 구성이라 넉넉하고 실속 있게 사용 할 수 있습니다 거품과 향이 무난해서 데일리 샴푸 로 쓰기 편합니다 헤드앤숄더 차콜,0,1,0,0,1,0,0,0,0,0,1,Loyal
blog,2026-04-07,헤드앤숄더 비듬 샴푸 제대로된 병행 관리 TIP 하루종일 쌓인 피지 및 노폐물 땀이 많은 날에 기본적인 세정을 확실히 하는 느낌이고 2번 사용 하면 전체적으로 볼 때 헤드앤숄더 샴,0,1,0,0,0,0,0,0,0,0,0,Passive User
blog,2026-04-06,쿠팡리뷰 헤드앤숄더 두피 토탈 솔루션 샴푸 쿨 멘솔 1 2L 1개 솔직 후기 평소 두피가 예민한 편이라 비듬과 가려움이 고민이었는데 두피 케어용 샴푸 라서 기대하고 사용 해봤어요 ,0,1,0,1,0,0,0,0,0,1,0,Passive User
blog,2026-04-05,비듬제거빗 찾다가 정착한 비듬 클리너 참빗 솔직 후기 처음엔 당연히 샴푸 문제라고 생각했어요 비듬 샴푸 로 바꾸면 해결되겠지 싶어서 헤드앤숄더 도 써봤고 실제로 써보니 이런 점이 ,0,1,0,0,1,0,0,0,0,0,1,Loyal
